식당(ID),식당명,지점명,지역명,주차가능여부,와이파이제공여부,놀이방유무,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,배달서비스유무,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,스마트오더유무,대표메뉴명,식당상태,해시태그,면적정보내용
10012,명동정,,중구,Y,Y,N,N,Y,,매일 11:30~21:30,Y,"레드테이블,코리아그랜드세일,네이버","http://www.hanjeongik.co.kr/,http://myongdongjeong.modoo.at/",초전섬유ㆍ퀼트박물관,37.5581831,126.9842485,59.03875,N,,NORMAL,"룸,모범음식점,트립어드바이저",
10014,봉추찜닭,명동중앙우체국점,중구,N,N,N,Y,N,,매일 11:00~21:30,Y,"코리아그랜드세일,레드테이블,네이버",http://www.bongchu.com/,H&M (명동1호점),37.5634253,126.982898,29.28563,N,,NORMAL,"모범음식점,씨트립,포장가능",
10015,금계찜닭,명동점,중구,N,N,N,N,N,,,N,,,경성 부민관 폭탄 의거지,37.5675596,126.9765267,88.77277,N,,NORMAL,포장가능,
10016,명동한우방,명동본점,중구,N,Y,N,N,N,,매일 10:30~22:30,Y,"레드테이블,코리아그랜드세일",,눈스퀘어,37.5634253,126.982898,94.97189,N,,NORMAL,"룸,씨트립,포장가능",
10018,삼호복집,,서대문구,Y,N,N,Y,Y,일요일,매일 10:30~22:00,N,레드테이블,http://amhobokzip.modoo.at,이한열박물관,37.5550242,126.9338532,137.13886,N,,NORMAL,"룸,모범음식점,포장가능",
10019,대포찜닭,,서대문구,N,N,N,N,Y,,매일 11:00~22:00,N,네이버,http://www.facebook.com/daepochicken,밀리오레 (신촌점),37.5598056,126.941922,31.65123,N,,NORMAL,"안심식당,포장가능",
10020,카페 종로시장,,종로구,N,Y,N,Y,N,,,N,레드테이블,http://intagram.com/cafe_jongno_ijang,낙원 악기상가,37.5722238,126.987639,45.04859,Y,,NORMAL,"씨트립,포장가능",
10022,크랩회피쉬,장충동본점,중구,Y,Y,N,N,N,,,N,"코리아그랜드세일,레드테이블,네이버",http://0222699968.bdp.kr,동대문역사문화공원역,37.5646558,127.0056069,57.24177,N,,NORMAL,"룸,트립어드바이저",
10024,엔그릴,N서울타워점,용산구,N,N,N,N,Y,,,N,레드테이블,,반공 청년운동 순국 열사 기념비,37.5522311,126.9873512,254.65967,N,,NORMAL,모범음식점,
10026,곰국시집,명동점,중구,N,Y,N,Y,Y,,매일 11:00~21:30,Y,"레드테이블,코리아그랜드세일",http://www.gomkukizib.com/,투쿨포스쿨 (명동점),37.5629195,126.984573,83.25642,N,,NORMAL,"모범음식점,트립어드바이저,포장가능",
10028,왕십리 이모네곱창,,중구,N,Y,N,N,N,일요일,"평일 17:00~23:00, 토요일 17:00~22:00",Y,"레드테이블,코리아그랜드세일,네이버","http://kimo1474.modoo.at,http://www.intagram.com/team_2mone/",을지로3가역,37.5664112,126.9936304,44.01802,N,,NORMAL,포장가능,
10031,놀부보쌈놀부부대찌개,을지로6가점,중구,N,N,N,N,Y,,매일 11:00~24:00,N,"레드테이블,코리아그랜드세일,네이버",http://www.nolboo.co.kr/,누죤패션몰,37.5672125,127.012781,47.97351,N,,NORMAL,"모범음식점,트립어드바이저,포장가능",
10034,853,,종로구,N,N,N,N,N,,매일 10:00~22:00,N,"레드테이블,네이버",,보성사터,37.5739062,126.9811622,51.65099,N,,NORMAL,,
10035,지화자,청운점,종로구,Y,Y,N,N,Y,화요일,"매일 05:30~22:00, 매일 11:30~15:00",N,"레드테이블,네이버","http://www.jihwajafood.co.kr/,http://www.facebook.com/jihwajaeoul",인왕산자락길 종점,37.592396,126.966362,392.99223,N,,NORMAL,"블루리본,씨트립",
10036,반짝반짝빛나는,,종로구,N,N,N,Y,N,연중무휴,매일 12:00~23:00,N,레드테이블,http://bjbjbnn.modoo.at,독립선언문 배부 터,37.5754006,126.9862006,8.52913,N,,NORMAL,"블루리본,포장가능",
10037,연타발,압구정본점,강남구,Y,Y,N,Y,Y,연중무휴,"평일 11:30~22:00, 토요일 11:30~22:00, 일요일 11:30~22:00",N,"레드테이블,네이버",http://yeontabal.modoo.at/,한순례한복침구,37.5265249,127.027692,83.81948,N,"양념왕갈비(주말/공휴일특선_3인분),연타발한우모듬,쿠보타만쥬,한우 꽃등심(150g) 2인분",NORMAL,"모범음식점,트립어드바이저,포장가능",
10038,부엉이돈가스,남산서울타워점,용산구,N,Y,N,N,Y,,"평일 11:30~21:00, 주말 11:30~21:00, 공휴일 11:30~21:00",N,레드테이블,"http://www.owlfnb.co.kr/,http://www.facebook.com/owlcutlet,http://www.intagram.com/owlcutlet,http://blog.naver.com/owlcutlet_blog",해방촌 신흥시장,37.5454213,126.9850088,6.19367,N,,NORMAL,포장가능,
10040,박사네갈비,,종로구,N,N,N,N,Y,,매일 11:30~22:00,N,레드테이블,,쌈지길,37.5743173,126.9848924,29.32861,N,,NORMAL,,
10043,폴인팬케이크,강남점,강남구,N,Y,N,N,Y,,매일 12:00~22:00,N,레드테이블,http://www.intagram.com/paulin_pancake_,강남역푸드트럭존,37.4981603,127.0270168,73.44623,N,,NORMAL,,
10045,양연화로,종로직영점,종로구,Y,Y,N,N,Y,,매일 11:00~03:00,Y,"레드테이블,네이버","http://yangyeon.modoo.at/,http://yangyeon.com",갤러리 M,37.5731259,126.9869478,154.27048,N,,NORMAL,,
10050,오븐에빠진닭,명동점,중구,N,N,N,N,N,,매일 11:30~03:00,Y,레드테이블,http://www.oppadak.co.kr/,세종호텔 세종갤러리,37.5614467,126.987937,68.30795,N,,NORMAL,"트립어드바이저,포장가능",
10051,공룡슈퍼,혜화점,종로구,N,N,N,N,N,,,N,,,대학로,37.5827931,127.0033891,38.28986,N,,NORMAL,,
10053,차돌박힌쭈꾸미,본점,종로구,N,N,N,N,N,,매일 10:30~22:00,Y,"레드테이블,네이버",,낙원동아구찜거리,37.573099,126.9884437,143.80644,Y,,NORMAL,,
10054,옛날집,,마포구,N,Y,N,N,N,,매일 16:00~04:00,N,레드테이블,,홍대땡땡거리 시작점,37.5547935,126.9302516,159.02158,N,,NORMAL,,
10055,한가람,2호점,중구,N,Y,N,N,N,연중무휴,매일 11:30~22:30,Y,"레드테이블,네이버",http://hangaramhanjeongik.modoo.at,아이닥안경,37.5641403,126.983695,40.58166,Y,,NORMAL,"모범음식점,트립어드바이저,포장가능",
10059,삼정집,,강서구,Y,Y,N,N,N,,,N,레드테이블,http://삼정집.kr,발산역,37.5590293,126.8373108,581.99986,N,,NORMAL,포장가능,
10060,경복궁,,종로구,N,Y,N,N,N,,,Y,레드테이블,,H&M (명동1호점),37.5634253,126.982898,123.4966,N,,NORMAL,,
10061,진향족발,,종로구,N,N,N,N,Y,,매일 11:30~24:00,N,레드테이블,,동대문 종합시장·동대문 쇼핑타운,37.5708025,127.006918,108.35222,N,,NORMAL,포장가능,
10064,잘빠진메밀,서촌본점,종로구,N,Y,N,N,N,,,N,"레드테이블,네이버","http://m.marttore.naver.com/jalppajin-mill?NaPm=ct%3Dkji7fu6e%7Cci%3Dcheckout%7Ctr%3Dd%7Ctrx%3D%7Chk%3Decccdeb92f8d1e9d7770962614a3329d7273f77d,http://www.intagram.com/jalppajin_eochon,http://www.facebook.com/jalppajinmemil,http://jalppajin.modoo.at",한복남,37.5762891,126.9733212,136.50183,Y,,NORMAL,포장가능,
10065,연타발,선릉점,강남구,Y,Y,N,N,Y,,매일 11:00~22:00,N,네이버,http://yeontabal.modoo.at/,삼성(무역센터)역,37.5074134,127.058047,164.74928,N,"연타발갈비김치찌개(2인),특양구이(170g),티본선물포장(1kg)",NORMAL,포장가능,
10070,육대장,명동점,중구,N,N,N,N,N,,매일 00:00~24:00,Y,"코리아그랜드세일,레드테이블",,H&M (명동1호점),37.5634253,126.982898,34.27078,N,,NORMAL,포장가능,
10071,순미네 행복게장,동대문점,중구,Y,Y,N,N,Y,,"평일 10:30~23:00, 공휴일 10:30~22:30",Y,"레드테이블,코리아그랜드세일","http://ddlerie.co.kr/220927511390,http://ddlerie.co.kr/220927511390,http://cafe.naver.com/themukja/422331",동대문디자인플라자(DDP),37.5675991,127.0099487,39.50373,N,,NORMAL,포장가능,
10076,금성관나주곰탕,,중구,N,Y,N,N,Y,,,Y,"코리아그랜드세일,레드테이블",,남대문 본동의류상가,37.5598271,126.976631,66.50065,N,,NORMAL,"룸,포장가능",
10078,하남돼지집,압구정로데오점,강남구,N,N,N,N,Y,연중무휴,매일 17:00~01:00,N,레드테이블,"http://www.hanampig.co.kr/,http://www.facebook.com/hnpig,http://www.intagram.com/hanampig/",갤러리 인데코,37.5279486,127.0313117,146.30448,N,,NORMAL,포장가능,
10080,미쓰족발,,중구,N,N,N,N,N,,매일 17:00~23:00,Y,"레드테이블,코리아그랜드세일",http://mythjokbal.co.kr/,에뛰드하우스 (명동1호점),37.5621623,126.985106,62.83858,N,,NORMAL,포장가능,
10083,유아히어카페,명동본점,중구,N,N,N,N,N,,매일 07:30~23:30,Y,"레드테이블,코리아그랜드세일",http://intagram.com/youareheremyungdong,명동재미로 시작점,37.5607567,126.9853616,50.96598,N,,NORMAL,포장가능,
10084,잘빠진메밀,익선점,종로구,N,Y,N,N,N,,,N,"레드테이블,네이버","http://http://m.marttore.naver.com/jalppajin-mill?NaPm=ct%3Dkji7fu6e%7Cci%3Dcheckout%7Ctr%3Dd%7Ctrx%3D%7Chk%3Decccdeb92f8d1e9d7770962614a3329d7273f77d,http://www.intagram.com/jalppajin_ikeon,http://jalppajin.modoo.at/,http://www.facebook.com/jalppa",미보 주얼리,37.5714899,126.998659,65.08976,Y,,NORMAL,"트립어드바이저,포장가능",
10085,연타발,서울역점,중구,Y,Y,N,N,Y,,"평일 11:30~22:00, 토요일 11:30~22:00",Y,"네이버 , 레드테이블",http://yeontabal.modoo.at/,남대문 문구상가,37.5603735,126.976511,169.72819,N,"양념왕갈비,특양구이,한우꽃등심,한우살치살",NORMAL,포장가능,
10086,일번지곱창,명동점,중구,N,N,N,N,N,일요일,"평일 17:00~00:00, 토요일 17:00~00:00",Y,"레드테이블,코리아그랜드세일",,시청역,37.5656226,126.97695,76.95216,N,,NORMAL,,
10087,연타발,시청점,중구,N,Y,N,N,Y,,"평일 11:00~22:00, 일요일 11:30~22:00",N,"레드테이블,네이버",http://yeontabal.modoo.at/,SK텔레콤 미래기술체험관 T.um(티움),37.5663961,126.9853648,75.35406,N,"양념왕갈비,특양구이,한우꽃등심,한우살치살",NORMAL,포장가능,
10089,콩뼈숯뼈감자탕,명동점,중구,N,N,N,N,N,,,N,"레드테이블,코리아그랜드세일",,서울도시건축전시관,37.5669375,126.9767184,62.83858,N,,NORMAL,포장가능,
10092,곰국시집,롯데월드몰점,송파구,Y,Y,N,N,Y,,매일 10:30~22:00,N,레드테이블,,롯데월드 쇼핑몰,37.5112927,127.09796,6.12372,N,,NORMAL,룸,
10754,63뷔페 파빌리온,,영등포구,Y,N,N,N,N,,,N,"레드테이블,네이버",http://www.63retaurant.co.kr/introduction/introduction.r63?hop_idret=31050,이랜드크루즈 (한강유람선),37.5258888,126.9384175,5.87147,N,,NORMAL,"룸,블루리본,트립어드바이저",
10755,슈치쿠,,영등포구,Y,N,N,N,N,,"매일 11:30~15:00, 매일 17:30~22:00",N,"레드테이블,네이버",http://www.63retaurant.co.kr/introduction/introduction.r63?hop_idret=31010,노량진수산물도매시장,37.5147435,126.937792,5.87147,N,,NORMAL,"룸,모범음식점,블루리본,안심식당,트립어드바이저",
10757,워킹온더클라우드,,영등포구,Y,N,N,N,Y,,,N,"레드테이블,네이버",http://www.63retaurant.co.kr/introduction/introduction.r63?hop_idret=31040,아쿠아플라넷 63,37.5196284,126.9398592,5.87147,N,,NORMAL,"모범음식점,블루리본,씨트립,안심식당,트립어드바이저",
10758,백리향,,영등포구,Y,N,N,N,N,,"매일 11:30~15:00, 매일 17:30~22:00",N,"레드테이블,네이버",http://www.63retaurant.co.kr,노량진역,37.5135875,126.940915,5.87147,N,"따동,창 셔우,파 사이,펑 요우",NORMAL,"모범음식점,블루리본,씨트립,안심식당,트립어드바이저",
10985,보돌미역,명동점,중구,N,Y,N,Y,Y,,매일 11:00~22:00,N,"코리아그랜드세일,레드테이블",http://www.facebook.com/bodolfood.myeongdong/,서울 명동성당,37.5633131,126.9872814,57.50091,N,,NORMAL,포장가능,
10990,너비집,,중구,N,N,N,Y,N,,,Y,"코리아그랜드세일,레드테이블",,고당기념관,37.5655129,126.9901283,112.77776,N,,NORMAL,"룸,모범음식점,씨트립,포장가능",
10991,라온,명동1호점,중구,N,Y,N,N,N,,,N,"레드테이블,코리아그랜드세일",,남대문시장,37.5594165,126.977941,65.76623,N,,NORMAL,포장가능,
12266,둘레골,,종로구,Y,N,N,N,N,,매일 11:00~22:00,N,레드테이블,"http://bukchonri.modoo.at,http://bukchonri.com/",갤러리조선,37.5799333,126.981437,56.63506,N,,NORMAL,"모범음식점,포장가능",
12267,뉘조,,종로구,N,Y,N,N,Y,,매일 11:30~21:30,N,레드테이블,http://www.newijo.com/,서울아트센터 공평갤러리,37.5729398,126.9864701,49.72688,N,"런지메뉴 2,런지메뉴 3,런지메뉴 4,런지메뉴 5",NORMAL,"모범음식점,블루리본,씨트립,안심식당,트립어드바이저",
12268,양반댁,,종로구,N,N,N,N,Y,,매일 11:30~22:00,N,레드테이블,http://intagram.com/yangbandeck,모인화랑,37.5743396,126.9857146,10.33379,N,"간장게장정식(1인),보리굴비정식(1인),삼합,육회",NORMAL,"모범음식점,씨트립,안심식당,트립어드바이저",
12269,조금,,종로구,N,N,N,N,N,,매일 10:30~20:40,N,레드테이블,,국립현대미술관(서울관),37.5786501,126.9800039,30.15242,N,,NORMAL,"블루리본,트립어드바이저",
12270,사동면옥,,종로구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,,탑골공원,37.5710595,126.9883006,20.12019,N,,NORMAL,"모범음식점,씨트립",
12271,하누소,인사점,종로구,N,N,N,N,N,,매일 11:00~22:00,N,레드테이블,"http://www.hanuo.com/,http://blog.naver.com/hanuo_inadong",동산방화랑,37.5729203,126.9833593,40.88805,N,,NORMAL,안심식당,
12272,소호정,송파점,송파구,Y,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,방이동숙박촌,37.515933,127.1127739,200.15724,N,"소호정식(1인분),수육大,수육小,참문어大",NORMAL,모범음식점,
12273,라이스앤파스타,,송파구,N,N,N,N,N,,매일 10:30~22:00,N,레드테이블,,잠실(송파구청)역,37.5149195,127.1040985,6.12372,N,"만조 파스타,뽈로 파스타,상하이 파스타,치즈 그라탕 오므라이스",NORMAL,"모범음식점,씨트립",
12274,매화반점,,광진구,N,Y,N,Y,Y,화요일,매일 12:00~03:00,N,레드테이블,,노유시장,37.5353666,127.0663749,77.60089,N,,NORMAL,"모범음식점,블루리본,트립어드바이저",
12275,대박감자탕,목동직영점,강서구,Y,N,N,Y,N,연중무휴,매일 00:00~24:00,N,레드테이블,,화곡동 도매시장,37.5301458,126.8588852,102.19961,N,,NORMAL,"모범음식점,안심식당",
12276,교동짬뽕,마천점,송파구,N,Y,N,Y,N,수요일,매일 11:00~19:30,N,레드테이블,,마천역,37.4944609,127.1519774,61.52889,N,,NORMAL,"모범음식점,포장가능",
12277,경회루,,노원구,Y,Y,N,N,Y,,매일 11:30~22:00,N,"레드테이블,네이버",,묵1동도깨비시장,37.6167326,127.080635,101.91496,N,,NORMAL,모범음식점,
12278,고구려,선유도점,영등포구,Y,N,N,Y,N,연중무휴,평일 11:00~21:00,N,"레드테이블,네이버",,양평시장,37.536817,126.8973241,149.55344,N,,NORMAL,"모범음식점,안심식당,포장가능",
12279,너섬가,,영등포구,N,N,N,Y,N,,매일 07:00~22:30,N,레드테이블,,서울밤도깨비야시장,37.531249,126.9286832,287.30959,N,,NORMAL,모범음식점,
12280,능이버섯백숙,본점,중랑구,Y,N,N,N,N,화요일,매일 11:00~22:00,Y,레드테이블,,태릉입구역,37.6191471,127.0751544,347.36791,N,"능이닭백숙,능이닭볶음탕,능이오리백숙,능이오리볶음탕",NORMAL,"모범음식점,안심식당",
12281,오발탄,송파점,송파구,Y,N,N,N,N,,"매일 11:30~23:00, 일요일 11:30~22:00",N,레드테이블,http://www.hiobaltan.com/,오금공원,37.5052558,127.131681,447.84322,N,,NORMAL,"모범음식점,블루리본",
12282,오발탄,서초점,서초구,N,N,N,N,N,연중무휴,"매일 11:30~22:00, 공휴일 12:00~22:00",N,레드테이블,http://www.hiobaltan.com/,서초역,37.4927976,127.0105693,16.49638,N,,NORMAL,모범음식점,
12283,마장동한우촌,,성동구,Y,Y,Y,Y,Y,,,N,레드테이블,"http://www.mjdhanwoo.com/,http://blog.naver.com/mjdhanwoo",마장동먹자골목,37.5710557,127.0414749,43.82562,N,,NORMAL,모범음식점,
12284,이춘복참치,발산역점,강서구,Y,Y,N,N,Y,,"평일 11:00~01:00, 토요일 11:00~01:00",N,"레드테이블,네이버",http://lcbtuna.co.kr/,발산역,37.5590293,126.8373108,211.59531,N,"실장추천참치,일품참치,참치 스페셜,혼마구로플러스",NORMAL,"모범음식점,안심식당,포장가능",
12285,목란,,서대문구,Y,N,N,N,N,,,N,레드테이블,,해병대104고지전적비,37.5676948,126.9261147,394.875,N,"해삼삼겹살,해삼전복,홍소전복,홍소해삼",NORMAL,"모범음식점,블루리본,트립어드바이저",
12286,기와집,,노원구,N,N,N,Y,N,연중무휴,매일 12:00~22:30,Y,레드테이블,,광운대역,37.6234147,127.0622709,271.36016,N,,NORMAL,모범음식점,
12287,참좋은스파스낵,,구로구,N,N,N,N,N,,,N,레드테이블,,,,,,N,,NORMAL,,
12288,동해도,본점,영등포구,Y,Y,N,N,Y,,,N,"레드테이블,네이버",http://donghaedo.modoo.at,영산아트홀,37.5292437,126.9248881,219.13865,N,"모둠사시미(대),자연산사시미,자연산사시미정식,특사시미정식",NORMAL,"모범음식점,씨트립,트립어드바이저,포장가능",
12289,충무로 부산복집,,송파구,N,Y,N,N,Y,,매일 11:30~22:00,N,레드테이블,http://buanbokjip.modoo.at/,오금역,37.5034262,127.1261696,131.87764,N,,NORMAL,"모범음식점,씨트립",
12290,황토추어탕,본점,강동구,N,N,N,Y,N,,,N,레드테이블,,서울 몽촌토성,37.5209871,127.1229758,524.28919,N,추어탕포장,NORMAL,"모범음식점,안심식당",
12291,타오,,구로구,Y,Y,N,N,Y,일요일,매일 10:00~22:00,N,레드테이블,"http://leyong0220822888.modoo.at/,http://www.ta-o.co.kr/",구로디지털단지역,37.4853685,126.9011091,194.63443,N,,NORMAL,"모범음식점,안심식당",
12292,가마솥손두부,사당본점,동작구,N,N,N,N,Y,,매일 11:30~22:00,Y,레드테이블,,관악시장,37.4783879,126.9791649,117.18002,N,"두부구이,두부두루치기,두부버섯전골(대),생두부",NORMAL,모범음식점,
12293,태능식당,,마포구,N,N,N,N,N,,,N,레드테이블,,애오개역,37.5533623,126.9566135,16.50078,N,,NORMAL,,
12294,우담,,강남구,N,N,N,N,N,,,N,레드테이블,,호림아트센터(호림박물관 신사분관),37.5227409,127.0365892,24.33799,N,,NORMAL,,
12295,굴다리전주콩나물국밥,,광진구,N,Y,N,Y,N,,매일 00:00~24:00,N,레드테이블,,구의(광진구청)역,37.5380744,127.0890404,527.88776,N,,NORMAL,모범음식점,
12297,육백더육백,,성동구,N,N,N,Y,N,,,N,레드테이블,,행당역,37.5576232,127.0299107,354.27205,N,,NORMAL,모범음식점,
12298,고운님 한우곱창,,강남구,Y,Y,N,N,N,,"매일 11:30~24:00, 일요일휴무 15:30~17:00",N,레드테이블,,한티역,37.4992043,127.0515905,172.88175,N,,NORMAL,"모범음식점,트립어드바이저",
12299,장수닭한마리손칼국수,중곡본점,광진구,N,N,N,Y,N,,,Y,레드테이블,,면곡골목시장,37.5712636,127.0814857,62.86806,N,,NORMAL,모범음식점,
12300,오복순대국,,양천구,Y,Y,N,N,Y,,매일 09:30~21:30,Y,레드테이블,,신정(은행정)역,37.5247223,126.8542873,238.57977,N,"모듬수육,모듬순대,순대국(특),술국",NORMAL,모범음식점,
12301,한우설렁탕,,성북구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,http://pickfood7766.modoo.at/,보문역,37.5858944,127.0197136,185.00189,N,"한우 소머리곰탕(특),한우수육전골(大),한우육회(200g),한우육회비빔밥",NORMAL,"모범음식점,안심식당",
12302,콩두,서남병원점,양천구,N,N,N,N,N,,,N,레드테이블,,도시농업공원,37.5128105,126.826242,192.32085,N,,NORMAL,"모범음식점,안심식당",
12303,오우가,,중구,N,N,N,N,N,연중무휴,매일 11:30~23:59,N,레드테이블,,서울남산국악당,37.5584388,126.9935365,50.32143,N,"양념소갈비 (250g),특갈비살 (150g),특양 (180g),한우생등심 (180g)",NORMAL,,
12304,어라연 참치&스시,,광진구,Y,N,N,N,Y,,,N,레드테이블,http://www.intagram.com/eorayeon_uhi/,아차산(어린이대공원후문)역,37.5542573,127.0863616,226.42504,N,,NORMAL,"모범음식점,트립어드바이저",
12305,옥이순대국,,양천구,N,N,N,N,N,,,Y,레드테이블,,목동로데오패션문화거리,37.528073,126.861572,151.28441,N,"순대국(특),얼큰순대국(특),오소리감투 순대국(특),한우 소머리수육",NORMAL,모범음식점,
12306,매꼬만 명태찜,,금천구,N,N,N,N,N,,,N,레드테이블,,호암산성,37.4474947,126.9131692,355.41159,N,,NORMAL,,
12307,여자만,,종로구,N,N,N,N,N,,,N,레드테이블,,서울 우정총국,37.5744256,126.982576,72.18837,N,,NORMAL,,
12308,구본가첨벙,대치점,강남구,N,N,N,Y,N,,,N,레드테이블,,대치동학원가,37.5001474,127.0602847,412.95452,N,,NORMAL,모범음식점,
12309,쿤스트할레,,강남구,N,N,N,N,N,,,N,레드테이블,,아크로갤러리,37.5229909,127.0339061,0.83877,N,,NORMAL,,
12310,영산홍가,,구로구,N,N,N,N,N,,,N,레드테이블,,온수(성공회대입구)역,37.4913641,126.8214525,305.38987,N,,NORMAL,모범음식점,
12311,예소담,,강남구,N,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,수서역,37.4882619,127.1005851,313.32146,N,,NORMAL,트립어드바이저,
12312,탕의신홍대포,명일점,강동구,Y,N,N,N,N,,매일 12:00~23:00,N,레드테이블,,강동문화원,37.5457151,127.1412124,158.67376,N,"명품해천탕(고성피문어/대),스페셜해천탕,연포탕(문어/대),해신탕(낙지/대)",NORMAL,모범음식점,
12313,콩사랑두부,,도봉구,Y,N,N,N,Y,,매일 09:00~21:00,N,레드테이블,,도봉산역,37.6890342,127.0466671,392.22458,N,,NORMAL,"모범음식점,안심식당",
12314,명륜진사갈비,상봉역점,중랑구,N,N,N,N,N,,,N,레드테이블,,상봉(시외버스터미널)역,37.5967697,127.0860401,79.66102,N,,NORMAL,,
12315,성공시대필팔추어탕,본점,중랑구,N,N,N,N,N,,매일 09:30~22:00,N,레드테이블,,면목역,37.5892231,127.0873732,183.88498,N,,NORMAL,"모범음식점,안심식당",
12316,낙지와볼테기,,양천구,N,N,N,N,N,,,N,레드테이블,,양천문화회관,37.516458,126.8633163,68.59505,N,"뽈테기전골(大),산낙지연포탕,산낙지전골,산낙지철판",NORMAL,"모범음식점,안심식당",
12317,노란상소갈비,강남직영점,강남구,Y,N,N,N,Y,금요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 목요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 수요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 화요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 월요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 토요일 11:30~22:00 브레이크 타임 없음 (디너 라스트오더 21:10) | 일요일 12:00~21:00 브레이크 타임 없음 (디너 라스트오더 20:10),금요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 목요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 수요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 화요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 월요일 11:30~22:00 브레이크 타임 14:30~17:00 (런치 라스트오더 13:50) (디너 라스트오더 21:10) | 토요일 11:30~22:00 브레이크 타임 없음 (디너 라스트오더 21:10) | 일요일 12:00~21:00 브레이크 타임 없음 (디너 라스트오더 20:10),N,레드테이블,,강남역푸드트럭존,37.4981603,127.0270168,208.7106,N,,NORMAL,모범음식점,
12318,디코레 북창동 순두부,본점,중구,N,N,N,N,Y,,매일 10:30~21:00,N,레드테이블,"http://www.dkore.co.kr,http://www.intagram.com/deliciou.korean.retaurant/",남대문 메사 (MESA),37.5603914,126.979623,141.0372,N,,NORMAL,"모범음식점,포장가능",
12319,명동칼국수,본점,금천구,Y,Y,N,N,N,,매일 11:00~22:00,N,레드테이블,,먹거리촌,37.4804226,126.8794731,178.84583,N,,NORMAL,모범음식점,
12320,소천지,,구로구,N,N,N,N,N,,매일 11:30~21:30,N,레드테이블,,고척 스카이돔,37.4981963,126.8670609,344.29082,N,,NORMAL,모범음식점,
12321,위닝,,용산구,N,N,N,N,N,,,N,,,이태원역,37.5345467,126.9946627,240.99151,N,,NORMAL,모범음식점,
12322,인생설렁탕,장한평역점,동대문구,N,N,N,N,N,,매일 11:00~22:00,N,레드테이블,http://in-aeng.com/,장안평자동차용품거리,37.561058,127.065488,162.88323,N,"고기곱빼기설렁탕,스지곱빼기설렁탕,시래기된장설렁탕,인생설렁탕",NORMAL,포장가능,
12324,미스터 향,역삼점,강남구,Y,Y,N,N,Y,,매일 11:00~21:00,Y,레드테이블,http://www.mrhyang.com/,불교총지종,37.4949276,127.0403008,184.26135,N,,NORMAL,포장가능,
12325,진궁,역삼점,강남구,Y,Y,N,N,Y,,"평일 10:00~24:00, 주말 10:00~23:30",Y,레드테이블,,세브도르 (Cep D'or),37.5019015,127.04275,72.13422,Y,,NORMAL,포장가능,
12326,칭닌,,마포구,N,N,N,N,N,,,N,레드테이블,,아현시장,37.5565916,126.9546749,143.11528,N,,NORMAL,,
12327,애슐리퀸즈,롯데백화점 김포공항점,강서구,Y,N,N,N,N,,"평일 11:00~20:30, 주말 11:00~21:00",N,"레드테이블,네이버",http://myahley.co.kr,개화산역,37.5723387,126.805758,269.06908,N,,NORMAL,"모범음식점,안심식당",
12328,짚불구이 본가,,송파구,N,N,N,N,N,,,N,레드테이블,,롯데뮤지엄,37.5126239,127.1025779,133.15614,N,,NORMAL,,
12329,상하이몽,,영등포구,N,N,N,N,N,,,Y,레드테이블,,영등포구청역,37.5253457,126.8965169,492.42106,N,삼선짬뽕(1인분),NORMAL,모범음식점,
12330,회뜨는집,,강동구,N,N,N,N,N,,,Y,레드테이블,,길동복조리시장,37.5372032,127.1431952,280.4492,N,,NORMAL,모범음식점,
12331,예가낙지마을,,구로구,Y,Y,N,N,Y,,매일 10:00~22:00,N,레드테이블,,구로 중앙유통단지,37.5009026,126.874581,318.56979,N,,NORMAL,모범음식점,
12332,차이웬,,은평구,N,N,N,N,N,,,N,레드테이블,,윌리엄해밀턴쇼 동상,37.6056987,126.9229972,388.9969,N,,NORMAL,모범음식점,
12333,삼다돈가,봉천점,관악구,N,N,N,N,N,,,N,레드테이블,,관악중부시장,37.4844168,126.9559235,210.99829,N,,NORMAL,"모범음식점,안심식당",
